title,date,link
"Asia and Australia Edition: Israel, Mike Pompeo, Liverpool: Your Thursday Briefing","Wed, 02 May 2018 21:42:12 GMT",https://www.nytimes.com/2018/05/02/briefing/israel-mike-pompeo-liverpool.html
"Trump Assails Justice Dept., Siding With House Conservatives in Dispute","Wed, 02 May 2018 19:06:21 GMT",https://www.nytimes.com/2018/05/02/us/politics/trump-justice-department-house-republicans.html
Trump to Add Clinton Impeachment Lawyer Emmet Flood to Replace Ty Cobb,"Wed, 02 May 2018 20:38:04 GMT",https://www.nytimes.com/2018/05/02/us/politics/emmet-flood-ty-cobb-white-house-lawyer-special-counsel.html
Onetime Lobbyist for Foreign Governments Helped Plan a Pruitt Trip to Australia,"Wed, 02 May 2018 18:17:40 GMT",https://www.nytimes.com/2018/05/02/climate/epa-pruitt-australia-travel.html
"White House Memo: ‘We’ll See,’ Trump Says on North Korea. And Iran. And Nafta. And So On.","Wed, 02 May 2018 20:16:22 GMT",https://www.nytimes.com/2018/05/02/us/politics/trump-well-see-what-happens.html
Trump’s Catchphrase: ‘We’ll See’,"Wed, 02 May 2018 08:30:04 GMT",https://www.nytimes.com/video/us/politics/100000005877823/trump-catchphrase-well-see.html
Trump’s Former Doctor Says Office Was Raided and Files Seized,"Wed, 02 May 2018 07:22:20 GMT",https://www.nytimes.com/2018/05/01/us/politics/trump-doctor-harold-bornstein.html
Redskins Cheerleaders Describe Topless Photo Shoots and an Uneasy Night Out,"Wed, 02 May 2018 21:48:16 GMT",https://www.nytimes.com/2018/05/02/sports/redskins-cheerleaders-nfl.html
Israeli Parliament Gives War Power to 2 Top Leaders,"Wed, 02 May 2018 19:57:03 GMT",https://www.nytimes.com/2018/05/02/world/middleeast/israel-netanyahu-iran.html
Israel’s Claims on Iran Divide Europe and U.S. on Merits of Nuclear Deal,"Wed, 02 May 2018 01:21:30 GMT",https://www.nytimes.com/2018/05/01/us/politics/israel-iran-deal-united-states.html
"On Anniversary of House Obamacare Repeal, Democrats Look to Extract a Price","Wed, 02 May 2018 21:22:39 GMT",https://www.nytimes.com/2018/05/02/us/politics/house-obamacare-repeal-vote-anniversary.html
Mueller’s Questions Point to What Trouble Trump Is In,"Wed, 02 May 2018 16:01:18 GMT",https://www.nytimes.com/2018/05/02/opinion/trump-mueller-special-counsel-questions.html
Silicon Valley Should Work With the Pentagon,"Wed, 02 May 2018 21:38:17 GMT",https://www.nytimes.com/2018/05/02/opinion/silicon-valley-pentagon.html
Contributing Op-Ed Writer: Is America Lost in Space?,"Wed, 02 May 2018 09:45:08 GMT",https://www.nytimes.com/2018/05/02/opinion/america-lost-in-space.html
